CNTRYID,ZlnCHINAGDP,ZIndividualism_comp2,UserVariable,Individualism_meansplit,ZIndividualism_comp3,dScienceScore,dEnjoymentofScience,VAR00019,zIndividualism_Comp4,NoEastAsians,VAR00002,IAT30,lnGDP,GGI,FemaleEconomicParticipation,WomanPoliticalEmpowerment,GINI2014,HDI,GDPpercapita,VAR00008,LgGDP,GNI,GovSpendEdu,VAR00005,WVS5_Individualism,WVS5_Collectivism,WVS5_Comparison,WVS6_Individualism,WVS6_Collectivism,WVS6_Comparison,IAT50,zscoreIAT30,LiberalArtsA,ScienceA,Indi_Hofstede,Indi_Suh,Collectiv_Gelfand,Collectiv_Kashima,Freedom,AvgWVSIndicators,TraditionalSecular,SurvivalSelfExpression,Idiocentrism,Allocentrism,UsingInternet,Enrolment,EducationExpenditure,RDpersonnel,Individualism,PowerDistance,Masculinity,UncertaintyAvoidance,LongOrientation,Indulgence,Tightness_looseness,ImportanceReligion,BelieveinGod,ImportanceGod,VAR00012,Frecode_OCOD3_mean,Mrecode_OCOD3_mean,VAR00018,VAR00017,VAR00016,VAR00015,VAR00014,VAR00013,VAR00011,VAR00010,diff_ScienceScore,diff_EnjoymentofScience,diff_InterestinScience,diff_InstrumentalMotivation,diff_ScienceActivities,diff_ExpectedOccupation,dInterestinScience,dIntruMotivSci,dSciActivities,dExpectedOccupation,dSelfEfficacy,ScienceScore_Mean,FScienceScore_Mean,MScienceScore_Mean,ScienceScore_SD,ScienceScore_Variance,EnjoymentofScience_Mean,FEnjoymentofScience,MEnjoymentofScience,EnjoymentofScience_SD,InterestinScience_Mean,FInterestinScience,MInterestinScience,InterestinScience_SD,InstrumentalMotivation_Mean,FINSTSCIE_mean,MINSTSCIE_mean,INSTSCIE_sd,SCIEACT_mean,FSCIEACT_mean,MSCIEACT_mean,SCIEACT_sd,BSMJ_mean,FBSMJ_mean,MBSMJ_mean,BSMJ_sd,SCIEEFF_mean,SCIEEFF_sd,Male_SCIEEFF_mean,Female_SCIEEFF_mean,VAR00003,ScienceChoice_comp3_mean,ST064Q01NA_mean,ST064Q02NA_mean,ST064Q03NA_mean,EMOSUPS_mean,FEMOSUPS_mean,MEMOSUPS_mean,PERFEED_mean,FPERFEED_mean,MPERFEED_mean,ADINST_mean,FADINST_mean,MADINST_mean,BELONG_mean,MOTIVAT_mean,ANXTEST_mean,DISCLISCI_mean,TEACHSUP_mean,IBTEACH_mean,TDTEACH_mean,EPIST_mean,ADDSCIIN_mean,HADDINST_mean,COMSCSUP_mean,PRESUPP_mean,CURSUPP_mean,EMOSUPP_mean,PQGENSCI_mean,LearningTime_Mean,FLearningTime_Mean,MLearningTime_Mean,LearningTime_SD,LearningTime_Variance,SWB_Mean,SWB_SD,TestAnxiety_Mean,TestAnxiety_SD,SelfEfficacy_Mean,SelfEfficacy_SD,VAR00007,r1,Fr1,Mr1,z1,stdr1,stdz1,r2,z2,r3,r4,r5,r6,r7,r8,r9,r10,r11,beta1,beta2,beta3,beta4,beta5,VAR00006,filter_$,PRE_1,Split_Individualism,Split_LgGDP,LgGDPxIndividualism,VAR00004,ZlgGDP,ZlgGDPplus1_Poor,ZSco01,lnCHINAGDP,ZWV5Comparison,ZIAT30,IATplus1SD,IATminus1SD,ZdScienceScore,ZdEnjoymentofScience,ZdInterestinScience,ZdIntruMotivSci,ZdSciActivities,ZdExpectedOccupation,ZdSelfEfficacy,ZWVS5_Individualism,ZWVS5_Collectivism,ZWVS6_Individualism,ZWVS6_Collectivism,WVS5_INCO_composite,WVS6_INCO_composite,WVS56_INCO_composite,ZWVS56_INCO_composite,ZzIndi_Suh,ZzCollectiv_Gelfand,ZzCollectiv_Kashima,ZzZz01,reverse_ZCollectiv_Gelfand,reverse_ZCollectiv_Kashima,Individualism_comp4,diff_SS,Gender0women1men,Individualismplus1SD_forCollectivism,Individualismminus1SD_forIndividualism,ZzlnGDP,GDPplus1SD_forPoor,GDPminus1SD_forRich,ZGGI,ZqZq01,diff_MathScore,VAR00009,MMINS_mean,LMINS_mean,GenderDiff_Math_allstudents,GenderDiff_Reading_allstudents,GuisoCountries,NosekCountries,ctlGenderDiff_Math_upperhalfSES,ctlGenderDiff_Reading_upperhalfSES,GenderDiff_Math_upperhalfSES,GenderDiff_Reading_upperhalfSES,PV1MATH_sd,PV1READ_sd,dMathScore,dReadingScore,FPV1MATH_mean,FPV1READ_mean,MPV1MATH_mean,MPV1READ_mean,ZlnGDP,ZIndi_Suh,ZCollectiv_Gelfand,reverse_Gelfand,Individualism_comp3,Computer_01_mean,prt_computer_athome_01,ZIndividualism,Individualism_comp2,d_science_career,ST004D01T,Percent_boys_expecting_science_job,Percent_girls_expecting_science_job
12, , , , , ,-.200312008090494,-.133703807039402, , ,1, , ,8.34426735626264,.632,.41,.205, ,.736,4206,4206,3.6238692683503,4870, , , , , ,24.5,54.667,-30.167, , ,3.44,4.89, , , , , , , , , , ,18.09,1245478, , , , , , ,26,32, ,1.12,1,9.56, ,.310679611650485,.261097659402744, , , , , , , , ,-13.69585,-.12196, ,-.099633, ,-6.675048, ,-.117750678073763, ,-.434712690675055,.0516769069709817,376.92877,383.99879,370.30294,68.372586,4674.811,.475424,.538617,.416657,.9121655, , , , ,.442924,.494458,.394825,.846135254844024, , , , ,66.585310501341,69.997889,63.322841,15.3550796725867,-.159320281201848,1.05558380980075,-.13294917971663,-.187498486055777, , , , , , , , ,.286674060721064,.256263894363422,.314903329674351, , , ,-.204038401753688, , ,-.12,.25,.57,.18,-.31, , , , , , , , , , , , ,-.204038,.806703154, , ,-.15932,1.05558381, ,.18,.173,.176, , , , , ,.125, ,-.002,.087,.132,.11, ,-.002,.087, , , , , , , , , ,-1, , , , , ,8.34426735626264, , , , ,-1.48285637471046,-1.19906155295512, ,-1.17582687486633, ,-1.54740878701088,.462999090996474, , ,-1.34193061364027,1.08226414945574, ,-2.42419476309601,-2.42419476309601,-2.15270577547312, , , , , , , ,-.0516769069709817,0, , , , , ,-1.36948355110331,-1.49047584750517,-5.65177721166447, , , ,5.562,30.364,0,0, , ,11.43,32.853,69.6241223291238,72.2989204562338,-.0811755613226642,-1.00001568493145,361.805409363297,363.359390262172,356.153632151632,332.994914004914, , , , , ,.566904218975431,56.6904218975431, , ,.207235750814519,1,.0466923761813444,.0119241373815815
36,1.1441527528858,1.49692209311423, ,1,1.66298298539408,.0182920722673411,.120000502781072,1,1.66608208751478,1, ,.34174,10.938645176926,.733,.766,.193,33.3,.935,56311,56311,4.75059323983658,60070, , ,63.6,65.22500029,-1.625000287,49.898,58.328,-8.429,.34174,.166333468438035,3.48,4.89,90,9,4.17,0,7.644664847,64.7,.21,1.75,3.144337147,2.5,84.56,1453521,14.04178, ,90,38,61,51,21,71,4.4,2.82,1.32,5.33, ,.211970074812968,.36175153425112, , , , , , , , ,1.8981,.14034,.237061,.019645,.331872,-2.651329,.222974392102003,.0188126884021919,.292210057848269,-.154677074389228,.186267490631198,499.12552,498.16315,500.06125,103.766264,10767.438,.072938,.002846,.143186,1.1694951,.008895,-.109035,.128026,1.0631759,.149404,.139605,.15925,1.04424203388768,-.294482252984084,-.460556,-.128684,1.13573092741498,57.1508081986336,58.479786,55.828457,17.141059917698,.0257705501618112,1.30517032123355,.147618466145402,-.0954923344370861, ,1.55368631542341,1.78227141985531,1.48483783071108,1.38575327991547,.0744475069747501,.100770542412005,.0485540371789428,.0923272842181384,-.0458974450598535,.233528928636621,.190130872359965,.206094172113287,.17379384986993,-.158591207834602,.277639161797578,.205285638221321,-.24,.22,.18,.25,.21,1.91980410162228,19.7670813787477,-.31983267158253, , , , ,209.04,208.16,209.92,113.13,12798.39039,-.158591,.931118945,.205286,.972244966,.025771,1.305170321, ,.382,.357,.403, , , ,.347, ,.081,-.12,.332,.178,.468,.388,.187,.332,.178,.319,.194,.14,.154,.333, ,1,-.0747964738744919,1,1,427.553391585292, ,1.1707539901345,2.1707539901345,1.75581794059538,10.938645176926,-.133376657767008,.177220715432338,1.17722071543234,-.822779284567662,.164083425722106,.493589277423948,.0130689220368601,.1347850807324,-.43316782051294,.213093186060272,-.714780346078439,.442392048751397,.883815335827369,.893655833084429,1.32665626895774,-.441423287075972,-.43300043587331,-.437211861474641,-.441538674993048,1.6909499914231,-1.08630051617176,-1.23358790948792,1.75581794059538,1.08630051617176,1.23358790948792,1.44166408941954,-.186267490631198,0,2.66608208751478,.66608208751478,1.10759647442168,2.10759647442168,.107596474421678,-.0181807447160008,.276986247206519,4.80955543175014, ,237.730149163779,236.172904586189,-4.81,31.914,1,1,-5.577,26.923,-7.555,29.723,94.3630365912576,105.079916587872,.0509686377790404,-1.00001241172423,480.304186932848,507.21506924473,485.113742364599,475.300673136963,1.14443787233031,1.67229273433881,-1.03374841360243,1.03374841360243,1.47722935943973,.949685722127442,94.9685722127442,1.72564693037796,1.37969767199019,.0376225138954068,1,.0423835668430332,.0351234185854697
40,.862215983321815,.220669644960551, ,1,.409163815577782,.170108420826765,.186066505454334,1,.703412455311971,1, ,.33321,10.6868181571541,.733,.705,.246,27.6,.885,43775,43775,4.64122615475548,47410, , , , , , , , ,.33321,.0310757692950133,3.49,4.94,55,6.75,4.85,0, , , , , , ,81,421224.8167,10.95241,66186.1,55,11,79,70,60,63,6.8, , , , ,.227696901829041,.383064516129032, , , , , , , , ,16.44372,.230534,.35592,.134786,.387011,-1.194205,.363384276421984,.122076890533117,.341694990251684,-.0645282188829392,.21846802623238,496.6505,488.28666,504.73038,96.666114,9344.338,-.323074,-.437663,-.207129,1.2389871,.008895,-.106181,.249739,.979459,-.213691,-.280613,-.145827,1.1041074146907,-.14797397129187,-.340554,.046457,1.13262122957945,55.9850194192713,56.587533,55.393328,18.5067094780101,-.172906516780709,1.26994039967972,-.0330106145251397,-.310451987075928, ,1.09814681540122,1.13514976542764,1.07587830496197,1.07984031936128,.277767875647662,.272905403037389,.282492366628836,-.209113870246079,-.343711829878481,-.0623464925954789,-.262657474324839,-.334151499634237,-.185215055467509,.442594777199077,-.256223299147767,-.112234150916173,.25,-.46,-.27,0,-.12, , , , , , , ,293.26,249.52,337.5,257.487,66299.79688,.442595,1.265932145,-.112234,1.026513943,-.172907,1.2699404, ,.336,.303,.354, , , ,.28, ,.068,-.246,.267,.015,.286,.333,.099,.267,.015,.274,.113,.04,.058,.255, ,1,.0565176048614055,1,1,255.267438511552, ,.87353529721564,1.87353529721564,.279212638871436,10.6868181571541, ,.0407940515358667,1.04079405153587,-.959205948464133,1.30785158590273,.934364896741782,1.50553502061214,1.12582170637083,.213666689435809,.779832660466767,-.996561787710464, , , , , , , , ,.590283410699289,-.18093628962006,-1.23358790948792,.279212638871436,.18093628962006,1.23358790948792,.571005062169677,-.21846802623238,0,1.70341245531197,-.296587544688029,.809999432161449,1.80999943216145,-.190000567838551,-.0181807447160008,.276986247206519,22.9202425138863, ,146.905631659056,141.840788476118,-22.92,25.39,1,0,-17.83,24.369,-22.459,26.729,94.1289440307539,99.4771767258429,.243498349523583,-.999993977973855,485.831435376126,499.322165843742,508.751677890012,473.932318742986,.857166398042795,.582034499518864,-.131594057506798,.131594057506798,.321828008408464,.96759476296104,96.759476296104,.25185546819973,.191724762853264,.120243111289319,1,.0286328417817727,.0117502870598303
56,.770281707454379,1.19001757537777, ,1,1.1007928992458,.131172984800984,.161676524940822,1,1.24830439245108,1, ,.38785,10.6047021041738,.753,.762,.275,25.9,.89,40324,40324,4.6055636060705,44260, , , , , , , , ,.38785,.897486165681266,3.56,5.01,75,7.25, ,0, , , , , , ,85,495910, ,67898.5,75,65,54,94,82,57,5.6, , , , ,.266257668711656,.349532710280374, , , , , , , , ,13.12412,.182071,.195374,.04353,.497344,-3.201199,.190149564651378,.0441562489924632,.449213051600973,-.176947040211516,.216860830847012,505.02941,498.3674,511.49152,100.052004,10010.404,-.053766,-.145405,.036666,1.1261437,.067552,-.0301,.165274,1.0274754,-.021569,-.043481,4.9E-05,.985817432260379,-.151882350142726,-.400732,.096612,1.10714503558499,57.9591584158416,59.548863,56.347664,18.0912831103216,-.112950815250704,1.28509851797472,.0260342137441913,-.25265331858407, ,1.41398375974212,1.33775485138787,1.4158953474022,1.48633947335888,-.00450461172912878,.026168937093275,-.034920843192087,-.17214398025066,-.257047831568326,-.0865277396389548,-.394715550393597,-.418777626509116,-.370422588174273,.0251823792877433,-.487696483013948,-.177571580894359,-.14,-.25,-.22,-.23,-.01,1.78903826266805,15.427027027027,-.129633431085044,-.403947557349193,-.250767784380305,-.011959523302831,-.0078749140893472,175.22,174.78,175.65,134.071,17975.04359,.025182,.856371192,-.177572,.993440067,-.112951,1.285098518, ,.328,.283,.359, , , ,.364, ,.055,-.121,.27,.056,.406,.443,.078,.27,.056,.216,.284,.229,.236,.387, ,1,-.00956803642375587,1,1,345.417270455287, ,.776617873674118,1.77661787367412,1.1229870969994,10.6047021041738, ,.914692400340465,1.91469240034046,-.0853075996595353,1.01451616813245,.771641130644397,-.33583772651502,.378009705052851,1.61907211580978,.0730884277714246,-.982497492684988, , , , , , , , ,.834875984193469, ,-1.23358790948792,1.1229870969994, ,1.23358790948792,1.0638169968936,-.216860830847012,0,2.24830439245108,.248304392451082,.712958636018412,1.71295863601841,-.287041363981588,.317463773117795,.626978741208834,17.1244034068981, ,202.953808298848,204.996647295485,-17.124,12.539,1,1,-13.859,9.863,-15.587,12.485,95.907229033686,99.2060682719465,.178551748178267,-.999974099995561,501.866276936028,508.872333333332,518.990680342926,496.333658093488,.763492575338377,.824314107256629, , ,.959168062636244,.951455684207245,95.1455684207245,1.09402201801586,1.09402201801586,.00976536160096213,1,.00929661472392051,.00838255445385301
76,-.967675079097277,-.399020789014015, ,-1,-.507685599554161,.0407775308998036,-.0329740352082686,-1,-.561861272094887,1, ,.31729,9.05235233891767,.686,.642,.123,49.5,.755,8538.6,8538.6,3.93138666903594,9850, , ,28.5,60.49647783,-31.99647783,23.183,57.941,-34.758,.31729,-.221362984556911,3.58,4.91,38,3.9,5.18,1,7.73531324,64.1,-.98,.61,3.319243251,2.92,57.6, , , ,38,69,49,76,44,59,3.5,1.6,1.01,9.54, ,.477191943127962,.441258416531228, , , , , , , , ,3.51719000000003,-.031173,.10002,-.080338,.353489,-6.238913,.103542591440624,-.0977355061929313,.292322426695333,-.385160081409253,.0614954502422369,398.74984,397.06762,400.58481,86.253138,7439.604,.235097,.249817,.218644,.9453802,.249829,.202817,.302837,.9659793,.47348,.511506,.431168,.821994003299186,.526053314620671,.357816,.711305,1.20924351920633,68.9250628039981,71.792582,65.553669,16.1982336725358,.184409092397084,1.36985303504244,.228538604331384,.144298875175755, ,1.21694635547269,1.23316432657306,1.24383001187805,1.14754098360656,-.0855062413776683,-.0594549705482542,-.114294121770476,.15738221678166,.0732565065135157,.252109889589908,.0756375164818078,.0530649259204949,.100962952600394,-.160255826351861,.126825220693396,.609485774427259,-.22,.4,.07,-.16,-.07, , , , , , , ,165.75,158.57,173.78,139.983,19595.34351,-.160256,.988628787,.609486,.818036587,.184409,1.369853035, ,.202,.185,.22, , , ,.192, ,.158,-.049,.126,.029,.284,.127,-.106,.126,.029,.133,.096,.209,.052,.194, ,1,.180184503735173,-1,-1,149.392693423366, ,-1.05554202958077,-.055542029580772,-.437995650537336,9.05235233891767,-1.4697651585042,-.213826404411593,.786173595588407,-1.21382640441159,.333486470222302,-.527018054543476,-1.25641373897508,-.98373931699992,-.431699008804124,-1.23588603308295,.377078679237884,-1.4572016637197,.510862521522933,-1.45785577902087,1.30082186572166,-1.96806418524264,-2.75867764474253,-2.36337091499258,-2.10032496851487,-.80389425821754,.258431643853561,.793020798956522,-.437995650537336,-.258431643853561,-.793020798956522,-.57333558789124,-.0614954502422369,0,.438138727905113,-1.56186127209489,-1.12153354481253,-.121533544812531,-2.12153354481253,-.806945361625418,-.545496113698919,16.2967417806664, ,208.036190697135,207.900750043607,-16.297,24.56,1,0,-11.049,26.363,-12.235,30.264,87.5575342631102,97.4249313589475,.186126093177712,-.999982632889831,366.594819928766,416.886551147187,382.891561709432,392.326977683413,-1.00734919564735,-.798959264586396,.306216144716082,-.306216144716082,-.52305383614882,.692959525948336,69.2959525948336,-.46398609914398,-.385101121930031,.0494911203643004,1,.0354800073414407,.0268808289441908
100,-1.19115811087294,-.845667332544814, ,-1,-.518911345208313,-.151433381276135,-.159993748126349,-1,-.603991361818387,1, ,.25204,8.85273642521936,.722,.701,.215,35.4,.782,6993.5,6993.5,3.84469457921669,7480, , ,46.1,38.85999505,7.240004952, , , ,.25204,-1.25601302782563,3.47,4.89,30,5, ,1,5.812956928,52.6,1.13,-1.01,3.304188793,2.58,55.49,283294, ,17545,30,70,40,85,69,16, , , , , ,.319856244384546,.413530465949821, , , , , , , , ,-15.33713,-.161123,.060338,.047319,.351159,-6.699344,.0609216538121822,.0516364235203608,.334080906007269,-.371550516224586,-.0732183958747574,447.61462,455.64799,440.31086,101.279717,10257.581,.273004,.354697,.193574,1.0070581,.280972,.250586,.310924,.9904196,.177647,.153597,.200916,.916388021748671,.81893636171114,.6412,.992359,1.05111963505139,61.7474747474747,65.103914,58.40457,18.0307756481505,.393896259085073,1.27590755834071,.347965138772078,.441385043478263, ,1.55595915963086,1.59845483359746,1.55664140406861,1.50564288593309,.017090107945496,.0762949208686031,-.0377358895705525,.396490720365378,.322423018867928,.469127014802638,.222180216975107,.268283683984542,.176912521079259,-.339874070716229,-.0542597692862291,-.0859131828765885,-.19,.07,.18,-.1,-.18,1.61098969715891,31.9095031952175,-.213736951983299, , , , ,256.6,246.91,266.03,117.763,13868.17184,-.339874,.943637008,-.085913,1.046003815,.393896,1.275907558, ,.183,.163,.192, , , ,.096, ,.168,-.041,.087,-.073,.209,.402,-.213,.087,-.073,.13,.005,-.148,.021,.072, ,1,.215824982226227,-1,-1,115.340837376501, ,-1.29113859506824,-.291138595068242,-.775505433788523,8.85273642521936,.256696266528539,-1.25741841135706,-.257418411357056,-2.25741841135706,-1.11461001920197,-1.37446137427832,-1.70944669180466,.4497976700043,.114140384927726,-1.15032667931921,1.55593676522722,-.504698833534764,-1.19567206992965, , ,.69097323639489, ,.69097323639489,.530041513820327,-.265790596530343, ,.793020798956522,-.775505433788523, ,-.793020798956522,-.611438943091796,.0732183958747574,0,.396008638181613,-1.60399136181839,-1.35743001675779,-.357430016757788,-2.35743001675779,.573702568705439,.0844903755052456,-.38990765400041, ,141.208301743745,150.078583601591,.39,46.972,0,0,5.708,42.238,3.114,51.172,97.9168340700831,113.497733547458,-.00398202880744017,-.999994433815494,443.895114417286,458.714390719094,443.505206763286,411.742652173913,-1.23506089183981,-.265944127563313, , ,-.533398423316873,.957969014435321,95.7969014435321,-.800852719070432,-.800852719070432,.0405728294333529,1,.0173068416303115,.0123998368374975
124,.84866887768379,1.20659701559851, ,1,1.37983560534786,.0200368181035121,.0990281947034594,1,1.44873113499841,1, ,.3071,10.6747178296777,.74,.773,.218,51.1,.913,43248.5,43248.5,4.63597104930327,47540, , ,58.1,56.21929515,1.880704846, , , ,.3071,-.382942815068916,3.45,4.78,80,8.5,4.26,0,7.631955931,77.9,-.26,1.91,3.298970016,2.6,87.12, , ,226620,80,39,52,48,36,68, , , , , ,.353593224560966,.408184679958027, , , , , , , , ,1.83569999999997,.113142,.205773,-.0890589999999999,.39187,-4.325303,.208982851204795,-.0913030119345645,.33032989963643,-.239035444895244,.204487264267763,516.46027,515.54178,517.37748,91.616343,8393.554,.352065,.296358,.4095,1.1425231,.229279,.128509,.334282,.9846406,.468289,.512075,.423016,.975422366830868,-.0460921489817816,-.238646,.153224,1.18629891036598,61.3967290615218,63.503425,59.178122,18.0948185399681,.272391531648307,1.31036434632531,.408668897681075,.140716077306997, ,1.97297018756911,2.18658777120316,1.95733817439156,1.77131496733882,.0706991609615497,.0876128034415679,.0536122516556334,.209679148645549,.0869260768721064,.340156527353825,.236755955406635,.211645400626681,.263545343839541,-.146649803047575,.3192817829056,.167028421704781,0,.26,.23,.36,.29, , , , , , , ,276.45,274.67,278.28,168.341,28338.67424,-.14665,1.01171905,.167028,1.07015382,.272392,1.310364346, ,.335,.298,.368, , , ,.284, ,.043,-.164,.258,.176,.415,.293,.097,.258,.176,.279,.085,.086,.072,.26, ,1,-.0296752963157467,1,1,370.877683944261, ,.859253892783029,1.85925389278303,1.3339307115314,10.6747178296777,.0208793878956872,-.376802688714647,.623197311285353,-1.37680268871465,.177228154560312,.353667355294773,-.135652092562972,-.922006041840655,.0651096951832833,-.317243203612835,-.874218504036654,.144734914318603,.17350823563461, , ,-.0287733213160069, ,-.0287733213160069,-.0897960445369626,1.44635741792892,-.966472897951684,-1.23358790948792,1.3339307115314,.966472897951684,1.23358790948792,1.24508723422498,-.204487264267763,0,2.44873113499841,.448731134998412,.795699847984125,1.79569984798412,-.204300152015875,.0992948365258276,.399483620107329,7.13027168011917, ,290.734814893958,299.244310289561,-7.13,24.181,1,0,-6.471,22.089,-7.657,24.863,84.5054466672291,91.3527991730963,.0843764746691086,-.999989418051526,500.762244162846,527.024783376573,507.892515842965,502.844039258669,.843362959012893,1.43001312660104,-.914345631178009,.914345631178009,1.21630747108298,.947785972360426,94.7785972360426,1.30456365546989,1.10945464332395,.0220525881866097,1,.0345586163320886,.0306425497024507
152,-.461781770441991,-1.16232942933277, ,-1,-.902323907869131,.19156184799324,-.0857808392489355,-1,-.866084683397653,1, ,.15434,9.50421821096498,.698,.57,.243, ,.832,13416.2,13416.2,4.12762952382649,14100, , ,40.3,65.71254306,-25.41254306,42.8,63.9,-21.1,.15434,-2.80521316924102,3.59,4.81,23,4.15, ,1,7.182178641,46.3,-.87,0,3.549085343,2.87,72.35,1205182,19.07084,13228.332,23,63,28,86,31,68, ,2.3,1.07,8.23, ,.407483693786474,.512110726643599, , , , , , , , ,16.8107,-.095397,.217009,-.080685,.221108,-1.617194,.223105606102929,-.0794144061873777,.207661473687879,-.102780211923226,.0570181091819972,464.98341,456.51489,473.32559,87.755992,7701.114,.108115,.155388,.059991,1.1121015,.060231,-.047182,.169827,.9726739,.356754,.396769,.316084,1.01599953803878,.150741366965009,.041357,.262465,1.06475214720055,65.6096551724138,66.415464,64.79827,15.7344878915797,-.0537162258064519,1.16107040870258,-.0203589401820546,-.0865609795134445, ,1.17648163046393,1.23066989507667,1.16650501131587,1.12743823146944,.0635344580043078,.0130520346320346,.113512057142858,.117420204857097,-.0108714097496707,.246519754723237,.219430660852062,.212418370767683,.22645236656596,.0407520692141312,.326521099597007,.0583768147189883,-.09,.29,.08,-.01,-.08, , , ,.131234176824565,.200219689039408,.178512478281484,.750203533846416,362.65,359.88,365.37,221.403,49019.09497,.040752,1.058732921,.058377,.935209593,-.053716,1.161070409, ,.21,.226,.206, , , ,.187, ,.122,-.232,.157,.012,.352,.329,-.026,.157,.012,.153,.033,.047,.03,.191, ,1,.214292495025292,-1,-1,94.9354790480092, ,-.522227598166042,.477772401833958,-1.07082649413331,9.50421821096498,-1.18006260110394,-2.8200075160095,-1.8200075160095,-3.8200075160095,1.46947941553113,-.879331662350724,.0144636418529842,-.807909932248876,-1.5383313389029,.539353573861603,.416259133695489,-.818591811663891,.92226930315087,.268874645634555,1.6986182711061,-1.74086111481476,-1.42974362547154,-1.58530237014315,-1.43026117743829,-.68159797147045, ,.793020798956522,-1.07082649413331, ,-.793020798956522,-.848481754853428,-.0570181091819972,0,.133915316602347,-1.86608468339765,-.587540222168295,.412459777831705,-1.5875402221683,.0555196034231067,-.335500617297532,20.6272001379907, ,416.764385692068,390.603823437986,-20.627,8.894,0,1,-10.468,13.609,-15.074,14.854,88.6634440748945,89.2105984478669,.232646051066624,-1.00004125552308,431.698979428572,479.369220571429,452.326179566563,470.474853644807,-.491883558319012,-.677819460717513, , ,-.886715236111795,.835259069212847,83.5259069212847,-1.09561101150608,-1.09561101150608,.123415851362325,1,.0609128597347026,.0346391048350623
170,-1.35228046942432,-1.35644244164116, ,-1,-1.45916130235418,.193254680284025,-.0215462248336547,-1,-1.29245873926053,1, ,.23817,8.70882130753049,.725,.746,.18,51.1,.72,6056.1,6056.1,3.78219303774196,7140, , ,33.5,71.68595041,-38.18595041,33.962,76.389,-42.427,.23817,-1.47594553510743,3.67,4.83,13,2.15,5.73,1,8.043970686, ,-1.87,.6, , ,52.57,2137795,16.91362, ,13,67,64,80,13,83, ,1.59,1.01,9.63, ,.415742208135235,.408606395578366, , , , , , , , ,15.17687,-.020713,.087089,-.061499,.228051,-4.89710599999999,.0985673558689108,-.0705143934079418,.217793029425945,-.306060616209188,.0212295435319676,424.74591,417.49267,432.66954,78.533001,6167.432,.263059,.272838,.252125,.9613285,.323324,.28225,.369339,.8835481,.345692,.374714,.313215,.872148181779204,.547280661764719,.439229,.66728,1.04709962757345,66.0415266890631,68.350698,63.453592,16.0004448159801,-.0862220022103503,1.18548938068046,-.0729962538819887,-.0981636522958298, ,1.37700338858871,1.40511923395636,1.39523235321399,1.3215182807703,-.0221477387371743,-.0290996683250426,-.0144812911485003,.339092935839258,.261608109531338,.425580211598748,.0632131760264256,.0372179767233659,.0921918562874277,-.315654098075074,.514315485953582,.542163400802639,0,.29,.2,.02,-.17, , , , , , , ,203.97,198.04,210.49,136.903,18742.38872,-.315654,1.025709506,.542163,.769257765,-.086222,1.185489381, ,.121,.11,.135, , , ,.177, ,.136,-.062,.035,-.053,.223,.103,-.146,.035,-.053,.101,.055,.131,.055,.187, ,1,.280461498291237,-1,-1,49.1685094906454, ,-1.46099432861695,-.46099432861695,-1.4927137231973,8.70882130753049,-1.74211081471501,-1.47925168547711,-.47925168547711,-2.47925168547711,1.48223303326136,-.450774601155978,-1.30929726964082,-.722495641032176,-1.40589830176293,-.738610842160614,.729438819515293,-1.1866042687808,1.39340993979053,-.5090650746644,2.53232850887186,-2.58001420857132,-3.04139358353626,-2.81070389605379,-2.48556304959096,-1.65996826544717,.990711532976263,.793020798956522,-1.4927137231973,-.990711532976263,-.793020798956522,-1.23410358014431,-.0212295435319676,0,-.292458739260531,-2.29245873926053,-1.52750197090919,-.527501970909193,-2.52750197090919,.638475439365731,.136989249605593,14.4437085317257, ,224.737906933971,206.286056584647,-14.444,12.229,0,0,-5.33,18.127,-9.868,17.767,75.8006632922191,87.0508844485147,.190548577075688,-1.00000799564045,390.810733192596,441.705775089315,405.254441724321,429.476677310628,-1.3992319488939,-1.64693789166857,1.03589981508755,-1.03589981508755,-1.39984399772342,.626398834010663,62.6398834010663,-1.51669428641414,-1.27629705075085,.0737638197269861,1,.0246031192162453,.0144088643813925
