CNTRYID,ZlnCHINAGDP,HDI,RMSE,MAE,corr,(Intercept),ST001D01T.7,ST001D01T.8,ST001D01T.9,ST001D01T.11,ST001D01T.12,ST003D02T.1,ST003D02T.2,ST003D02T.3,ST003D02T.4,ST003D02T.5,ST003D02T.6,ST003D02T.7,ST003D02T.8,ST003D02T.9,ST003D02T.10,ST003D02T.11,ST003D02T.12,ST004D01T.1,AGE,GRADE,ST001D01T.10,ST001D01T.96,ST004D01T.2,ST005Q01TA,ST006Q02TA.-99,ST006Q02TA.1,ST006Q03TA.-99,ST006Q03TA.1,ST007Q01TA,ST008Q02TA.-99,ST008Q02TA.1,ST008Q02TA.2,ST008Q03TA.-99,ST008Q03TA.1,ST008Q03TA.2,ST011Q02TA.-99,ST011Q02TA.1,ST011Q02TA.2,ST011Q03TA.-99,ST011Q03TA.1,ST011Q03TA.2,ST011Q05TA.-99,ST011Q05TA.1,ST011Q05TA.2,ST011Q07TA.-99,ST011Q07TA.1,ST011Q07TA.2,ST011Q08TA.-99,ST011Q08TA.1,ST011Q08TA.2,ST011Q09TA.-99,ST011Q09TA.1,ST011Q09TA.2,ST011Q10TA.-99,ST011Q10TA.1,ST011Q10TA.2,ST011Q11TA.-99,ST011Q11TA.1,ST011Q11TA.2,ST011Q16NA.-99,ST011Q16NA.1,ST011Q16NA.2,ST012Q01TA.-99,ST012Q01TA.1,ST012Q01TA.2,ST012Q01TA.3,ST012Q01TA.4,ST012Q02TA.-99,ST012Q02TA.1,ST012Q02TA.2,ST012Q02TA.3,ST012Q02TA.4,ST012Q03TA.-99,ST012Q03TA.1,ST012Q03TA.2,ST012Q03TA.3,ST012Q03TA.4,ST012Q05NA.-99,ST012Q05NA.1,ST012Q05NA.2,ST012Q05NA.3,ST012Q05NA.4,ST012Q06NA.-99,ST012Q06NA.1,ST012Q06NA.2,ST012Q06NA.3,ST012Q06NA.4,ST012Q07NA.-99,ST012Q07NA.1,ST012Q07NA.2,ST012Q07NA.3,ST012Q07NA.4,ST012Q08NA.-99,ST012Q08NA.1,ST012Q08NA.2,ST012Q08NA.3,ST012Q08NA.4,ST012Q09NA.-99,ST012Q09NA.1,ST012Q09NA.2,ST012Q09NA.3,ST012Q09NA.4,ST013Q01TA,ST126Q01TA.-99,ST126Q01TA.1,ST126Q01TA.2,ST126Q01TA.3,ST126Q01TA.4,ST126Q01TA.5,ST126Q01TA.6,ST126Q01TA.7,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST063Q01NA.-99,ST063Q01NA.0,ST063Q01NA.1,ST063Q01NB.-99,ST063Q01NB.0,ST063Q01NB.1,ST063Q02NA.-99,ST063Q02NA.0,ST063Q02NA.1,ST063Q02NB.-99,ST063Q02NB.0,ST063Q02NB.1,ST063Q03NA.-99,ST063Q03NA.0,ST063Q03NA.1,ST063Q03NB.-99,ST063Q03NB.0,ST063Q03NB.1,ST097Q01TA,ST097Q02TA,ST097Q03TA,ST097Q04TA,ST097Q05TA,ST098Q01TA,ST098Q02TA,ST098Q03NA,ST098Q05TA,ST098Q06TA,ST098Q07TA,ST098Q08NA,ST098Q09TA,ST098Q10NA,ST100Q01TA,ST100Q02TA,ST100Q03TA,ST100Q04TA,ST100Q05TA,ST103Q01NA,ST103Q03NA,ST103Q08NA,ST103Q11NA,ST104Q01NA,ST104Q02NA,ST104Q03NA,ST104Q04NA,ST104Q05NA,ST092Q01TA,ST092Q02TA,ST092Q04TA,ST092Q05TA,ST092Q06NA,ST092Q08NA,ST092Q09NA,ST094Q01NA,ST094Q02NA,ST094Q03NA,ST094Q04NA,ST094Q05NA,ST113Q01TA,ST113Q02TA,ST113Q03TA,ST113Q04TA,ST129Q01TA,ST129Q02TA,ST129Q03TA,ST129Q04TA,ST129Q05TA,ST129Q06TA,ST129Q07TA,ST129Q08TA,ST131Q01NA,ST131Q03NA,ST131Q04NA,ST131Q06NA,ST131Q08NA,ST131Q11NA,ST065Class.-99,ST065Class.1,ST065Class.2,ST065Class.3,ST065Class.4,DISCLISCI,TEACHSUP,IBTEACH,TDTEACH,ENVAWARE,JOYSCIE,INSTSCIE,SCIEEFF,EPIST,BSMJ,MISCED,FISCED,BMMJ1,BFMJ2,hisei,BELONG,PERFEED,PARED,OCOD1.1,OCOD1.2,OCOD1.3,OCOD1.4,OCOD1.5,OCOD1.6,OCOD1.7,OCOD1.8,OCOD1.9,OCOD2.0,OCOD2.1,OCOD2.2,OCOD2.3,OCOD2.4,OCOD2.5,OCOD2.6,OCOD2.7,OCOD2.8,OCOD2.9,OCOD3.0,OCOD3.1,OCOD3.2,OCOD3.3,OCOD3.4,OCOD3.5,OCOD3.6,OCOD3.7,OCOD3.8,OCOD3.9,CULTPOSS,HEDRES,HOMEPOS,ICTRES,WEALTH,ESCS,NA_prop,ST006Q02TA.2,ST006Q03TA.2,ST011D17TA.-99,ST011D17TA.1,ST011D17TA.2,ST011D18TA.-99,ST011D18TA.1,ST011D19TA.-99,ST011D19TA.1,ST011D19TA.2,ST123Q01NA,ST123Q02NA,ST123Q03NA,ST123Q04NA,ST125Q01NA.-99,ST125Q01NA.1,ST125Q01NA.2,ST125Q01NA.3,ST125Q01NA.4,ST125Q01NA.5,ST125Q01NA.6,ST125Q01NA.7,ST125Q01NA.8,ST111Q01TA,ST118Q01NA,ST118Q02NA,ST118Q03NA,ST118Q04NA,ST118Q05NA,ST119Q01NA,ST119Q02NA,ST119Q03NA,ST119Q04NA,ST119Q05NA,ST121Q01NA,ST121Q02NA,ST121Q03NA,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST059Q01TA,ST059Q02TA,ST059Q03TA,ST060Q01NA,ST062Q03TA,ST071Q01NA,ST071Q02NA,ST071Q03NA,ST071Q04NA,ST071Q05NA,ST031Q01NA,ST032Q01NA,ST032Q02NA,ST063Q05NA.1,ST063Q05NB.0,ST063Q06NA.0,ST063Q06NB.-99,ST063Q06NB.0,ST107Q01NA,ST107Q02NA,ST107Q03NA,ST093Q01TA,ST093Q03TA,ST093Q04TA,ST093Q05TA,ST093Q06TA,ST093Q07NA,ST093Q08NA,ST095Q04NA,ST095Q07NA,ST095Q08NA,ST095Q13NA,ST095Q15NA,ST146Q01TA,ST146Q02TA,ST146Q03TA,ST146Q04TA,ST146Q05TA,ST146Q06NA,ST146Q07NA,ST146Q08NA,ST146Q09NA,ST076Q01NA.1,ST076Q01NA.2,ST076Q02NA.1,ST076Q02NA.2,ST076Q03NA.1,ST076Q03NA.2,ST076Q04NA.1,ST076Q04NA.2,ST076Q05NA.1,ST076Q05NA.2,ST076Q06NA.1,ST076Q06NA.2,ST076Q07NA.1,ST076Q07NA.2,ST076Q08NA.1,ST076Q08NA.2,ST076Q09NA.1,ST076Q09NA.2,ST076Q10NA.1,ST076Q10NA.2,ST076Q11NA.1,ST076Q11NA.2,ST078Q02NA.1,ST078Q02NA.2,ST078Q03NA.1,ST078Q03NA.2,ST078Q04NA.1,ST078Q04NA.2,ST078Q06NA.1,ST078Q06NA.2,ST078Q07NA.1,ST078Q07NA.2,ST078Q09NA.1,ST078Q09NA.2,ST078Q10NA.-99,ST078Q10NA.1,ST078Q10NA.2,ST078Q11NA.1,ST078Q11NA.2,ST065Class.5,ST065Class.6,ST065Class.7,ENVOPT,INTBRSCI,SCIEACT,DURECEC,OUTHOURS,MMINS,LMINS,SMINS,TMINS,ANXTEST,MOTIVAT,COOPERATE,CPSVALUE,EMOSUPS,ADINST,OCOD1.0,ST011D18TA.2,ST063Q05NB.1,ST063Q06NA.1,ST076Q04NA.-99,ST076Q09NA.-99,ST076Q10NA.-99,ST076Q11NA.-99,ST078Q03NA.-99,ST078Q04NA.-99,ST078Q06NA.-99,ST078Q09NA.-99,ST078Q11NA.-99,ST063Q05NA.0,ST063Q06NB.1,ST076Q01NA.-99,HISCED,ST063Q05NB.-99,ST078Q07NA.-99,ST076Q02NA.-99,ST076Q03NA.-99,ST076Q05NA.-99,ST076Q06NA.-99,ST076Q07NA.-99,ST076Q08NA.-99,ST078Q02NA.-99,ST063Q05NA.-99,ST063Q06NA.-99,ST001D01T.13
12,NA,0.736,54.41428527971928,43.08313858761698,0.5857428168316132,377.8079022843722,-9.479948873241609,-10.458802398110327,-3.664803244289835,29.61507920403375,NA,-3.4712193908284066,-1.591321944484609,-1.3619239107372407,0.47240706792576526,3.5703322117405314,0.6706834642117091,-1.6498703782357966,5.065087564982192,3.6618231442107008,-4.571365020669374,2.2084157147369496,-3.1594422965621693,NA,-0.3604245738612378,9.091810212866969,23.049138422662054,-57.19590259642301,-0.18915770934938014,-2.794981580943984,-3.7763807891769527,-0.6563023053733787,-2.4501900535808265,-4.305520037427392,-0.7470426395102387,-0.12696556357684438,-1.9836811530820402,0.6778613569933583,-2.569080576222433,4.35956423185286,0.8542719548344243,-6.473670534023331,-0.4960338432150069,2.5590945094544404,3.949902069669095,-2.5374565698268245,1.2364569633984333,2.9641232063176703,-1.4847129944998316,-0.08022043351433465,0.6785154399118726,0.5114053700351652,-0.6975893429466514,-0.16156044361989694,-1.5385952505465283,1.3367984469377727,-3.4967080307804506,0.14457439073788658,1.4724800227285906,0.6103604356177579,0.21793810968276942,-0.5557200126393903,2.046479949908209,0.36726154598884575,-1.277314492583389,-2.552384100094625,0.08932260236869002,0.9849942743339128,3.521392120885491,-3.6295551711295935,-0.06699684700143749,2.233329115457578,-2.797272006077896,-2.645502613175018,-0.46451729937982256,-1.4698084478230764,6.372494914595381,0.5879637087633941,-3.3168617183707516,1.5436127389735699,0.3525404340551159,0.02511294817333991,-2.8315902935398602,-4.33398866684532,-1.7959850837747806,0.8877406293718817,-1.299694930651665,4.968385261415947,-4.126617563200886,-0.3165373899987376,1.3041533330874808,-1.8384097753755055,4.929621122341445,6.089585707425168,-1.1751585989142272,-0.606253890743308,2.0456664360965466,-5.389464174583223,-0.07239095969362629,0.3374527987206249,1.5253996319740262,-13.157100323355323,7.630824177958193,-0.7153616808352734,1.4022275623575173,-1.8371056306956788,-1.1353623932959112,3.943222219209378,0.9376422253146413,-2.6605297855353993,-16.24733030274656,-4.954424763928814,0.8669724167132483,0.06558325270353961,-1.0233776459977255,13.981588526929343,5.358593589547787,0.43005107246124386,0.4507991748160647,1.0335752722822387,-0.07415262373338448,1.1651186899848167,1.3249114501108215,1.7072067361145176,-3.621814659067065,1.9907508382909587,-2.8242929601223,-3.172359523280412,4.314511206893502,-2.8974749012730165,-2.4973115836978343,4.635653052384461,0.30237703459010723,-2.5007706458829873,2.8354962957490644,-1.1339780016588958,-0.9488827094448077,1.549243371937742,1.506837407176369,1.1304103984942324,-2.337159094481396,-0.3858694627695918,0.7027783062224978,-0.43880785026842845,1.4954278844483253,-0.01680079130084764,-1.943622503141079,-0.141764183426061,0.7777804680344407,-3.134130726059129,-1.7098083765537115,1.5032441133625634,1.9435539996339681,1.828733738970252,-0.3763623032239292,0.42509458216585366,0.8489719615289216,-0.4623292244106818,0.12589764951186266,-0.4667437247684213,1.1473328189717718,-1.0340153793645197,-0.34139604137617735,1.2698320572941302,-0.4911841003310243,-1.9585704504319004,-0.8414221664982472,-1.4850489254605104,-1.0157947641477871,2.281350356918826,0.6085200412134715,-0.299717305805636,2.8207670080167744,1.65920613170393,1.5199844954816406,-0.8629061082179786,1.695154205733939,-0.1902628392967058,0.03676492393899588,1.1767575362090803,1.2574886549903377,-2.7591986799723505,1.4537711956891142,-1.0718041807094667,0.5284485911855955,1.3667729132639026,-3.134273775015995,0.30603921639683185,-0.29145114898589947,0.6271931258207353,2.0016874066028665,-0.06436593489960983,-1.1167666096463404,3.0761791973390262,-0.6130645834686922,2.394882144950395,0.6603726688801764,-1.3522875255045088,-2.1546525654003044,-6.316020066198927,-3.3302007052918023,0.5898905220851537,18.092054780648503,4.8599817051937775,0.7239096169011088,-0.8363379234136677,-0.9835523077893008,-0.1732557409631565,1.1197299967708698,2.109717853207119,1.0548494306025824,-0.15088211431572224,2.7515093438755405,1.2016090872685499,-1.653495527295628,0.372652740492569,3.541741096968029,1.172627630341053,-0.40941405056298,1.0856879282098078,-1.319720971171487,-1.608677609230349,12.353362247696026,3.561069683964336,-1.1331667938834784,1.9890748412550097,-7.598254456022121,11.411366992025561,4.726137572999744,-69.69720412875542,-2.015520824869968,2.1723726402463823,1.5260899290018406,0.4190625457699818,0.34819403523060505,2.3458743246887668,-1.998818327439052,1.6652838255519145,1.15370011781565,-1.6005155596054177,-1.353292545729293,-2.814813618676939,-1.804175800286841,-0.3184491807501749,4.6169817800050375,9.448729119996603,-1.1235308901220427,8.218672765230602,-0.9884026125735,9.316744761414002,-1.9180098052859904,0.0766519612149973,1.6679640551571635,0.5364897019515908,0.4237445904284731,0.44611381841371806,-1.2751385872913956,-2.471423368439073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1.1441527528858,0.935,64.28547942210277,51.31611752876854,0.790739588052189,512.1235156806181,94.39226172945202,-23.570896000756267,-7.479919773295393,8.882368735892618,33.004843289657764,1.1510968869063778,1.9914533268681491,0.5207741246602156,-1.16705933251889,0.5032502596361564,-0.6375460177803001,0.349767916882247,-2.6287387368383177,1.8056782424135485,1.081555158908809,3.0268764133418378,-5.954655004158821,NA,0.6737613772478978,3.607271893552986,-1.698981864069551,NA,12.210605472996813,-3.2635148032258225,-5.041805135783296,3.4787419205342704,-3.7562709368844582,1.463109609826531,-0.7236223257124577,-0.004007497125602087,3.0843937852260432,-2.558134907317628,-3.5156487041431776,-1.054809073152737,3.2777228267128877,5.917622802917747,0.4806692577626203,-2.7713152552572793,-10.443520476841737,0.5828474698037216,2.188643544915948,1.3233506579554686,-0.42603478542999534,0.11123144632351138,-0.826984376925324,1.5668317254787039,-1.3864474081322626,-0.4300465630479131,-3.4126572980753545,3.280228305438019,-4.716681962102971,1.1747636462041948,-0.4143581235377998,-3.0213647993987034,-1.4784173085114765,2.2928263488972123,-1.9073507675016876,-1.3837798500229352,1.7045891827562318,-1.9724766924189945,-3.2226318666714953,3.6929352517863623,-15.930777396396724,11.510384610650982,4.050161527510226,3.3980966073542573,-2.8085754231156215,-2.7181892429431804,-3.27740780202902,-1.0014015528573135,1.1863994632972519,-0.07739798145837275,-3.4773315565359044,-8.871630193944085,-0.30088667984590806,2.6619585960679766,-1.567864689357012,9.640146603148626,3.307686353194395,-3.630409089386937,0.28571466961785036,-1.795383079913945,4.020269853827438,-5.349005320206768,-5.380904743715802,-1.5195595352948053,3.1176036837072676,2.3791352881079937,1.454558465600218,2.3272660719235283,-0.040174011052391975,-2.7467629468663537,-8.676381950065704,-0.3026363689677876,3.7436772870163426,-0.5123451104323158,-7.388260662761523,5.035957205444338,-4.346748323473913,-1.2209508858526144,0.13209763335878563,3.5355973617549044,9.35207374382864,-5.7323008782775,-12.37842238835221,3.8967893533830846,0.6889118524526776,3.1301928232931537,-7.654728827303245,-12.71618038688629,-23.09539273729134,1.86216715600692,4.632198661514541,-2.314384525460671,0.3147124298300798,-1.8584386726876705,-0.5003091911024383,NA,-2.5589938966892474,NA,NA,NA,1.649283594311591,NA,-3.4865430627103353,NA,NA,-3.4410221725690384,NA,NA,1.4174683135846526,NA,NA,-1.3969532308054486,NA,2.283247534341726,-0.8270515772863558,0.1866880399505699,1.5009894588042334,0.9396312219421521,0.11222368245232239,0.07443371637440238,1.9379340713343656,0.8908971084699756,-1.6881780979744716,-0.140821495419488,0.3693132686339181,0.38012278516176745,1.2467679353768604,0.3797887603474371,-0.7560049798655961,-0.26629078575534326,0.7601076311879761,-0.06533636200775977,5.3718849919542055,-1.2921339268664493,0.4496137111947683,-0.8053686960305116,1.4528398019376803,-4.864973755187576,-1.7616704118823205,-0.2481645950858587,-0.8024110074915309,9.726858889422983,1.2655462154971713,-2.9980872507425986,6.682289497235352,-0.6322735384676874,-1.9537626814303506,-2.2737582244167274,-0.7051934672159588,1.216027192086175,0.8572729665938881,3.053669010781507,0.27648693246785294,1.9027999352589486,2.3337383245648446,-1.7653399000155605,-0.24286145611990173,-0.532952922177801,-6.356115802455693,-2.388348827980052,4.2588027465785725,-3.8152130057151923,1.0997752922002586,-0.5604253904132211,0.619453970553111,-2.6553620772853868,1.70214825803435,1.1284255194565096,3.9021559675953594,0.36383258172620475,0.1623098796139284,-11.104505405823723,6.505845759595186,5.114059632087607,4.043789420171489,0.029430712586633913,0.8174627248284733,-2.427385044668637,-0.3233555980677292,-0.05619489257548423,-1.0705323004468836,NA,NA,1.5212871073719354,2.8480149590891264,5.330169550782366,-1.4218264097280173,-0.34150729679578307,-0.7698428784378417,1.1019975756479803,-0.48535414845495345,-0.3741733226720204,NA,0.45742450802612405,4.496451237847,2.4435256086977484,3.3565627538564993,2.2137407889082943,0.021601011559350073,0.9634068061169907,-2.329818834575437,-1.5189644999749874,-7.060537329495144,-8.25072804489377,3.433458842150133,2.9636499148683964,3.142792760387234,3.568182224172628,-1.2064078231389679,3.811448128466704,0.09218689450433876,0.6121449967106621,-6.373279382254302,3.9297907378645007,7.809685714605253,1.2015222720402334,-4.747968467945928,-3.89774111996094,-6.821987843070264,-1.2414597137947756,-3.596125010957615,0.40591054294945506,4.950333230931897,0.10884242873405622,2.72614866000624,1.7804222725658916,1.7312495722172407,-0.5146291493617674,1.2617084154991407,-5.693000297208134,-0.540065098619213,1.7264358425589688,-7.21302574536248,-0.604818004300548,2.0820086972207696,-1.1944254849657003,-8.40405397391291,2.433566612643669,-1.2992417799615725,0.9279161342732356,1.0257076911841414,0.8088632956012819,-2.8887465121202465,0.2651152982232047,-2.7951615356806325,-10.226865201499171,-3.2640792231489324,3.543841968502756,2.3974873284799996,-3.5621145980964375,-2.424920682015295,-7.507126985548124,0.9746714170713772,9.212860101205528,-2.2694956613289174,-3.0186099674362628,-1.4371815765412095,-0.5138090668874723,1.1169663309286313,0.25834877022828656,0.6875270772307764,-5.003020464901674,-0.6494097130059344,3.807326780669859,-8.36477074971228,-3.5293794570933024,7.613222254391771,-0.36556306249654147,0.7211281429018127,-0.3442491358203495,2.3585292859793148,-0.5760127815970033,1.9316201722469497,-3.068575720465308,0.5609760332971606,1.3191407065387217,1.2985956266147283,2.2787312955935244,-2.827023783886729,-2.569789390464128,-2.754941853746007,1.47703333149516,-5.250628692627358,-3.094106153382376,0.7668211415077761,-4.715874623929623,2.843575301896301,-1.371349918769752,-2.311651866733107,5.325479508212407,-4.312034384914792,2.7640789823243446,-8.409781810220393,2.85363369722627,1.332435201748616,-0.31900856487926604,2.3432589729857516,1.3261189128011186,1.2715945273704814,0.3202387867646177,-3.5371158159828218,2.478317392209786,-2.4016349217720134,2.407545551867584,2.995825407138518,0.6766245573500838,-0.3278937015791742,-0.4652524333097227,-0.8931960095714943,0.4638713984983692,-1.7456752960115083,-0.47887073531173735,4.097783905317593,1.0825391368491057,0.8438341835591033,1.0990750702462564,-1.9143128254374981,0.14591711783874534,-4.630164197709506,-7.63688584894486,3.5917326581065967,-3.7793109678125005,2.8580173805667806,-2.0573170259809275,1.5505855361828087,-3.7375639185987715,-0.7244924397225984,-2.346135047499989,-1.759077716556238,-2.520736200491301,0.6135929872462508,-1.116104924690865,-5.581276443932161,-2.556167863369418,0.09475418082066556,-3.3042444301303697,4.3164144769092125,-5.537182069962511,2.50863228907189,-0.867994344644637,-1.7505547430759218,0.9938833701474493,-0.9998486136248255,1.9632919023045454,-1.762819318413898,3.0719676389770623,-1.719760018760458,-1.4770664651022334,2.776238868969295,-0.17348895179458246,-0.4014647808871189,-1.2727231383645188,-0.8526136257000247,1.3806363478096637,-0.6038419061191044,3.546175630716786,-5.55355868895314,3.622420009269595,-2.3220594641596284,-1.872075488815407,-0.5608942134882413,4.107349177273828,0.35583678282032954,-2.0293423892519686,-0.1270030538237158,-0.5216294092591228,0.7751265090612682,1.4217144354872204,-0.4815284997777342,0.37439247071292436,-0.2621872651141797,-1.8909582062049015,-2.0232482367946654,0.04380141442206768,-3.975677544076847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
